Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF14,OUT013,2388.999
FDJ33,OUT010,267.141
FDM20,OUT035,4138.474
FDC03,OUT027,5681.8
NCX05,OUT046,1827.547
NCM41,OUT027,2388.741
NCU29,OUT010,379.799
FDQ59,OUT017,1368.022
FDH46,OUT010,237.027
FDH09,OUT013,699.871
NCD06,OUT045,791.764
FDC15,OUT035,2455.271
DRD37,OUT027,1122.701
FDT28,OUT027,3742.689
FDR28,OUT027,4148.315
FDT38,OUT017,1349.599
FDV34,OUT027,1669.282
FDY52,OUT035,981.152
FDB34,OUT013,1344.739
DRL23,OUT018,1461.807
DRB24,OUT046,2314.066
FDJ50,OUT046,908.61
FDQ49,OUT035,2399.371
FDP20,OUT035,1942.842
FDV19,OUT027,3999.872
NCR54,OUT045,2950.489
FDO09,OUT010,605.352
FDS57,OUT018,2100.567
FDN10,OUT049,1873.564
FDV23,OUT049,1960.809
FDY28,OUT049,3464.9
DRG51,OUT013,2805.537
FDD45,OUT019,235.305
NCL18,OUT027,5637.892
NCM29,OUT013,2247.49
FDF17,OUT027,5737.513
FDE22,OUT017,2807.882
FDQ22,OUT017,604.747
FDS01,OUT013,2905.331
FDW35,OUT027,1098.022
FDJ33,OUT046,1969.66
NCF54,OUT035,2972.644
FDE09,OUT013,1618.981
NCE06,OUT045,2689.864
DRH49,OUT049,1281.076
FDY43,OUT045,2843.41
NCT05,OUT017,4259.846
FDZ34,OUT045,3183.114
FDL38,OUT017,1366.728
FDZ31,OUT017,3109.575
FDR14,OUT035,956.715
NCN54,OUT049,1292.344
NCC42,OUT027,3463.735
FDK08,OUT017,1622.629
FDP59,OUT013,1563.096
FDV22,OUT035,2663.463
FDD33,OUT035,3660.502
DRE60,OUT027,6105.502
FDK52,OUT046,3862.824
FDA02,OUT017,2373.265
FDM56,OUT049,1634.119
FDE57,OUT035,2238.936
FDM32,OUT045,1373.741
NCQ30,OUT027,3263.585
FDQ27,OUT027,2538.356
FDT60,OUT027,3333.093
FDU43,OUT049,3881.829
NCO55,OUT035,1651.681
FDG02,OUT045,2899.618
FDJ28,OUT013,2913.797
FDP40,OUT045,1871.69
FDJ38,OUT045,2935.567
NCC54,OUT017,3677.117
NCZ41,OUT046,1950.557
FDK38,OUT019,370.868
FDU52,OUT013,2321.944
FDC40,OUT046,1246.839
NCR30,OUT017,1216.689
NCN18,OUT017,1798.316
FDB50,OUT035,1416.251
FDG04,OUT013,2954.06
FDR26,OUT035,2801.695
NCT17,OUT018,2858.19
FDX35,OUT027,6105.502
FDS12,OUT046,2070.566
NCZ29,OUT027,3397.523
FDB38,OUT010,398.456
FDP12,OUT013,568.903
FDP22,OUT046,791.448
FDS26,OUT018,3534.301
FDR52,OUT046,3273.417
DRJ13,OUT046,2628.21
FDU48,OUT027,3450.184
FDE29,OUT035,961.326
NCT29,OUT049,1954.229
DRK37,OUT018,2881.242
FDK55,OUT046,1349.184
FDR07,OUT046,1621.143
FDO21,OUT027,6113.094
FDK46,OUT049,4244.813
FDB12,OUT045,1614.077
FDT31,OUT027,5072.231
FDJ33,OUT045,1928.675
FDC26,OUT027,2764.588
NCQ02,OUT045,2950.459
FDP08,OUT010,525.37
FDB11,OUT027,6052.201
FDV55,OUT013,2443.668
FDW20,OUT049,2164.263
NCJ18,OUT019,294.249
FDC41,OUT018,1315.203
FDE14,OUT027,2533.314
FDG35,OUT013,2815.822
FDF45,OUT035,940.121
FDS19,OUT027,1996.47
FDS58,OUT019,386.721
FDA26,OUT017,4022.489
FDM32,OUT049,1312.129
FDL45,OUT046,2030.749
FDZ55,OUT049,2715.466
FDY37,OUT049,2230.485
FDO46,OUT046,2957.11
FDQ60,OUT046,1934.927
FDA19,OUT018,1913.674
FDL15,OUT046,2386.484
FDM10,OUT018,3220.397
NCL05,OUT017,688.907
DRK49,OUT010,95.699
NCE18,OUT027,6166.011
FDG40,OUT049,587.124
DRI59,OUT045,3984.554
FDK28,OUT035,4428.324
NCD06,OUT019,95.699
FDO11,OUT019,582.523
FDK27,OUT046,2070.913
FDT43,OUT027,1140.894
FDD38,OUT018,1454.047
FDA16,OUT049,3982.519
FDL14,OUT027,3776.872
NCM17,OUT049,696.388
FDD20,OUT045,2096.512
FDA40,OUT045,1374.277
FDL43,OUT045,1368.762
FDV15,OUT045,1659.842
FDE52,OUT046,1425.106
NCL17,OUT010,337.028
NCJ31,OUT045,3575.221
FDR60,OUT045,1380.486
NCA18,OUT035,1729.902
FDS21,OUT027,1509.574
FDW09,OUT035,1388.77
FDL26,OUT035,2363.389
FDS47,OUT018,1355.913
FDC39,OUT046,3461.169
FDT51,OUT035,1848.645
FDK40,OUT035,4254.415
NCG19,OUT045,3536.81
FDZ07,OUT046,965.43
FDF08,OUT027,2332.486
FDO04,OUT013,871.108
FDK41,OUT018,1382.327
FDP15,OUT049,3994.562
NCD43,OUT018,1461.807
NCP18,OUT013,2316.297
FDZ51,OUT046,1426.938
DRH13,OUT035,1694.143
FDF38,OUT045,650.637
NCI43,OUT045,772.351
FDM38,OUT027,1398.193
FDS03,OUT013,1062.609
DRJ47,OUT017,2997.078
FDT50,OUT010,221.584
FDV02,OUT046,2818.714
NCG18,OUT017,1790.478
FDW52,OUT046,2650.64
FDS40,OUT035,596.825
FDN31,OUT017,3254.803
FDA37,OUT045,1814.114
FDA15,OUT046,3972.097
FDL39,OUT046,3057.515
FDJ53,OUT045,1946.762
FDX22,OUT013,3764.245
NCZ42,OUT045,3848.455
FDD56,OUT027,4642.705
FDD40,OUT017,3041.335
FDS50,OUT013,3822.578
NCN14,OUT013,3058.847
FDT15,OUT013,3140.893
NCS18,OUT027,2562.195
NCO26,OUT010,264.361
FDF58,OUT018,944.22
NCB19,OUT013,1334.852
FDH26,OUT017,2157.436
DRB24,OUT027,3776.872
FDA49,OUT018,1345.65
FDB32,OUT045,1605.061
FDI36,OUT017,2933.076
NCA17,OUT010,369.924
FDH22,OUT013,1994.917
NCM26,OUT018,2218.129
FDT15,OUT027,5036.972
FDB16,OUT018,1340.883
NCP54,OUT027,3335.337
FDJ36,OUT013,1591.313
FDO28,OUT045,1835.33
FDU09,OUT013,825.579
FDF29,OUT017,2198.774
FDY08,OUT013,2190.523
DRJ59,OUT018,544.035
FDT23,OUT027,1996.047
FDU15,OUT018,555.658
FDT47,OUT013,1552.178
FDI53,OUT019,399.131
FDR59,OUT018,3739.421
FDD53,OUT035,671.635
FDY51,OUT017,3863.821
FDT04,OUT049,600.213
FDU51,OUT049,2899.278
FDG14,OUT035,2458.822
NCU06,OUT045,3814.597
DRG25,OUT046,3103.646
DRH49,OUT035,1378.526
FDN15,OUT035,2291.724
FDL43,OUT018,1292.465
NCT18,OUT049,3492.843
NCB31,OUT013,3843.962
FDK57,OUT035,1879.816
FDY04,OUT019,387.426
NCP54,OUT046,2148.749
FDF41,OUT013,3579.031
FDM01,OUT045,1680.459
FDW03,OUT045,1651.883
FDF28,OUT045,1949.778
FDY37,OUT017,2259.25
FDQ03,OUT017,3893.149
FDP51,OUT027,3222.876
FDJ40,OUT017,1787.119
FDC32,OUT049,1386.833
DRI49,OUT027,2023.812
NCW54,OUT017,929.106
FDF09,OUT017,609.317
FDP45,OUT018,3508.044
DRJ23,OUT018,2860.838
FDS59,OUT017,1841.499
FDY08,OUT046,2177.861
FDX16,OUT049,2494.353
FDY16,OUT018,2937.097
FDK32,OUT035,2389.488
FDQ22,OUT013,570.248
NCC31,OUT018,2293.492
FDG58,OUT049,2414.259
DRF48,OUT013,2992.073
DRH36,OUT049,1127.444
NCR30,OUT035,1258.037
FDB03,OUT019,596.872
FDZ28,OUT027,3407.351
FDR35,OUT017,2959.367
DRD15,OUT027,6123.141
FDJ33,OUT019,294.249
FDA56,OUT010,269.366
FDP56,OUT046,770.419
NCT30,OUT046,783.105
FDK15,OUT017,1617.763
FDH44,OUT018,2228.633
FDV01,OUT013,2365.049
DRG03,OUT017,2385.945
FDG50,OUT027,2375.124
FDR16,OUT010,558.927
FDZ60,OUT046,1618.627
DRG03,OUT045,2312.875
FDS56,OUT018,3599.183
FDU33,OUT045,722.575
DRD27,OUT035,1585.969
FDW22,OUT046,3769.997
DRA24,OUT045,2626.044
FDF38,OUT049,642.981
FDX48,OUT013,2312.773
FDS58,OUT018,2489.187
FDC32,OUT046,1421.981
NCQ29,OUT045,3853.53
DRK39,OUT018,1359.867
NCS38,OUT017,1838.137
DRO47,OUT013,1683.4
DRG27,OUT027,1105.964
FDC57,OUT027,5617.327
FDS55,OUT046,2551.502
NCJ06,OUT018,1893.991
FDO01,OUT019,296.943
NCM55,OUT045,3159.563
FDC52,OUT049,2348.623
FDQ15,OUT045,1365.698
NCT30,OUT027,1146.918
NCR42,OUT027,1070.294
FDD28,OUT035,938.965
FDQ34,OUT049,1665.506
FDZ12,OUT027,3483.611
DRE13,OUT019,211.793
NCN07,OUT019,305.675
FDM28,OUT035,3067.36
FDI10,OUT017,3069.007
FDQ25,OUT013,2936.357
FDA38,OUT010,593.238
DRI13,OUT049,3809.722
FDY20,OUT027,2435.478
NCZ53,OUT035,3116.546
NCM31,OUT013,2385.373
DRB01,OUT017,3274.864
DRF37,OUT046,4052.252
NCF42,OUT049,2818.572
FDF16,OUT018,2308.801
FDB41,OUT013,744.74
FDR34,OUT013,4080.898
FDR15,OUT018,2228.13
NCV42,OUT019,290.068
FDW51,OUT035,3623.641
FDU36,OUT017,1726.696
FDX60,OUT049,1311.834
FDY03,OUT035,1801.521
FDW55,OUT045,4065.503
FDT01,OUT010,557.329
FDG58,OUT013,2361.305
FDK21,OUT017,4073.017
NCS41,OUT019,462.306
FDS10,OUT045,3101.529
NCT53,OUT046,2569.782
FDJ28,OUT018,2821.335
FDX44,OUT045,1333.661
FDT20,OUT018,567.704
FDO44,OUT017,1677.993
NCX17,OUT049,3558.856
FDY01,OUT017,1877.493
FDJ12,OUT027,5795.297
DRK35,OUT018,551.319
FDD47,OUT019,383.676
NCM53,OUT035,1659.55
FDO45,OUT013,1337.754
NCM42,OUT010,256.064
FDE04,OUT046,2834.607
NCI30,OUT027,6105.118
FDZ19,OUT013,2769.367
FDW57,OUT013,2686.941
FDA25,OUT013,1609.1
FDT22,OUT046,930.725
FDP51,OUT013,1867.009
FDD48,OUT027,3154.014
FDY39,OUT035,3345.041
FDO48,OUT010,582.352
FDD23,OUT027,5051.224
DRN35,OUT027,1078.198
FDT01,OUT035,3559.006
FDC20,OUT010,159.641
DRJ35,OUT035,933.13
FDB32,OUT046,1426.004
FDL24,OUT046,2897.027
NCV42,OUT035,1915.646
FDZ46,OUT046,1643.232
FDC15,OUT013,2377.081
FDD08,OUT019,95.699
FDY50,OUT049,1352.924
FDD36,OUT013,1959.354
FDG57,OUT027,1134.127
FDL21,OUT018,583.058
FDN16,OUT027,2592.808
FDJ09,OUT027,1127.107
FDS01,OUT010,432.007
FDV33,OUT017,4265.079
DRE12,OUT017,1802.859
FDR07,OUT013,1537.024
FDP48,OUT010,482.357
NCB55,OUT035,948.67
FDQ08,OUT013,849.955
FDR34,OUT035,4170.746
FDO33,OUT046,1755.635
FDP13,OUT045,610.93
FDX12,OUT049,3881.96
NCT06,OUT049,2725.74
FDR16,OUT019,542.15
FDE36,OUT046,2580.153
FDZ36,OUT049,3423.473
FDV13,OUT045,1373.547
NCZ17,OUT035,590.244
FDU56,OUT045,3182.019
FDM09,OUT035,2998.363
FDV02,OUT017,3029.417
FDS34,OUT018,1743.378
FDA11,OUT049,1714.339
FDP09,OUT017,4014.361
FDB29,OUT027,3089.244
FDT19,OUT017,3156.488
DRH15,OUT017,694.715
FDY38,OUT046,3557.352
FDF14,OUT027,3767.953
FDN48,OUT010,214.89
FDQ12,OUT013,4130.043
NCJ43,OUT045,3032.34
FDE17,OUT019,357.863
FDB05,OUT035,3979.326
FDH10,OUT045,3071.612
NCR06,OUT017,661.337
FDU32,OUT018,2019.555
FDD56,OUT049,2965.449
FDO36,OUT018,2902.185
FDH16,OUT010,209.925
FDX10,OUT018,530.633
FDZ37,OUT017,1361.147
FDU31,OUT010,551.505
DRC49,OUT049,2092.873
FDL15,OUT045,2385.005
FDN32,OUT019,509.674
DRH59,OUT027,1651.818
NCU29,OUT049,2371.04
FDR37,OUT019,475.405
FDS14,OUT018,2326.502
FDU02,OUT027,6105.502
FDJ08,OUT035,3180.193
NCZ06,OUT045,3794.388
FDO31,OUT049,1317.133
FDH31,OUT018,1445.837
FDS58,OUT017,2738.72
NCA53,OUT027,1144.115
FDF50,OUT046,2880.695
NCW42,OUT049,3899.798
NCQ17,OUT045,2414.503
FDK51,OUT018,3547.843
NCW41,OUT010,390.629
NCR29,OUT017,879.598
FDB08,OUT019,381.027
FDA40,OUT027,2147.883
FDL14,OUT018,2316.424
FDB47,OUT046,3873.042
FDO03,OUT035,4300.174
DRK13,OUT019,537.187
FDX13,OUT010,593.726
FDF52,OUT046,3328.025
FDT11,OUT013,2956.192
FDB08,OUT013,2651.672
FDQ28,OUT018,2259.03
FDD29,OUT045,4025.14
NCQ29,OUT027,6116.378
NCO02,OUT013,1055.056
FDR56,OUT010,527.105
NCM54,OUT049,1921.34
FDP51,OUT035,1839.317
FDT38,OUT013,1332.41
FDZ20,OUT018,3522.41
FDJ53,OUT013,1949.699
FDX13,OUT049,3966.54
FDP58,OUT035,3703.28
NCK31,OUT019,124.429
FDA35,OUT018,1784.472
FDV37,OUT018,2843.834
NCO07,OUT027,5789.036
FDA20,OUT045,3140.24
FDZ59,OUT035,2831.159
NCY17,OUT017,713.218
FDQ28,OUT035,2437.59
FDV35,OUT017,2396.376
FDQ36,OUT013,534.384
FDD34,OUT018,2570.632
FDK51,OUT045,3888.655
FDV31,OUT035,2685.917
FDR04,OUT035,1656.844
FDR14,OUT049,920.147
DRC36,OUT010,414.929
FDE39,OUT019,294.431
FDP57,OUT049,1669.999
FDE57,OUT046,2210.473
NCN18,OUT046,1733.469
NCQ05,OUT018,2262.651
FDW47,OUT035,1906.805
FDV46,OUT035,2279.055
NCP29,OUT045,974.128
FDE09,OUT018,1624.578
NCU06,OUT027,6116.378
FDT19,OUT010,408.649
DRF15,OUT017,2382.985
DRI51,OUT013,2650.797
NCX54,OUT013,1667.404
DRE01,OUT013,3569.03
NCB07,OUT045,3085.348
FDU50,OUT035,1808.984
FDG40,OUT035,597.947
FDW10,OUT018,2607.833
FDX51,OUT013,2911.105
NCP17,OUT045,980.014
FDP21,OUT035,3085.658
FDL04,OUT045,1600.508
FDV23,OUT013,1930.853
FDF24,OUT046,1317.803
FDH56,OUT027,3114.894
FDB51,OUT049,885.758
FDI58,OUT027,2576.606
FDR20,OUT013,750.554
FDC51,OUT018,1995.708
FDB16,OUT027,2119.616
FDE40,OUT049,906.302
NCM17,OUT035,694.764
FDU56,OUT035,3137.504
FDS32,OUT019,312.082
FDX02,OUT049,3927.443
FDT39,OUT027,3776.872
FDE35,OUT017,883.69
NCI42,OUT019,541.719
DRL23,OUT046,1690.29
FDA10,OUT046,2004.161
FDA11,OUT013,1653.022
NCM06,OUT046,2442.823
NCT05,OUT035,4252.85
NCQ02,OUT010,518.921
NCY06,OUT049,2001.294
FDY56,OUT035,4127.664
FDL02,OUT035,1670.41
NCI06,OUT035,2867.277
FDQ14,OUT045,2405.621
FDQ12,OUT017,4333.832
FDP36,OUT046,776.932
FDK21,OUT027,6166.011
FDO40,OUT045,2308.148
NCK54,OUT019,295.224
FDY09,OUT018,2586.874
NCW30,OUT049,3931.648
NCC55,OUT027,1065.779
FDE58,OUT018,1703.529
FDR39,OUT013,3155.31
FDU28,OUT049,3261.867
FDH08,OUT017,4297.115
FDG35,OUT045,2897.164
FDG22,OUT049,584.646
FDC34,OUT035,2555.503
FDP15,OUT018,3496.245
FDK34,OUT010,590.567
FDU45,OUT035,1991.848
FDQ04,OUT027,1103.38
FDX22,OUT018,3327.178
FDB45,OUT017,1791.385
NCH43,OUT027,5756.563
DRE60,OUT046,3614.764
FDD17,OUT027,6166.011
NCM54,OUT017,1983.428
NCH55,OUT013,2067.596
NCT06,OUT017,2658.081
FDA48,OUT027,6008.475
FDY58,OUT027,6172.272
FDO25,OUT045,3536.253
FDN50,OUT045,1616.521
FDH35,OUT035,2646.55
FDK09,OUT045,3803.182
FDO16,OUT013,1334.509
FDW11,OUT045,1052.456
FDU47,OUT027,3473.969
NCQ42,OUT010,267.449
FDK55,OUT027,2351.704
FDN08,OUT049,1831.966
FDT57,OUT045,4118.719
FDJ12,OUT018,3325.554
DRL59,OUT017,833.59
NCN53,OUT046,587.509
FDO51,OUT010,95.699
FDK56,OUT017,3133.653
FDY12,OUT035,831.715
FDU15,OUT035,592.295
FDQ19,OUT046,3868.712
DRF15,OUT045,2302.08
DRE25,OUT019,229.264
FDK57,OUT018,1808.215
FDD33,OUT010,604.617
FDR34,OUT027,6166.011
FDU04,OUT045,2102.897
FDE35,OUT019,175.052
NCD31,OUT035,2953.297
FDJ56,OUT035,1568.807
NCU53,OUT046,2575.146
FDD39,OUT035,3859.352
NCU17,OUT019,267.95
FDJ20,OUT046,1907.197
NCW41,OUT018,2394.682
FDL52,OUT035,624.565
FDS39,OUT035,2295.386
DRJ47,OUT045,2809.562
FDP13,OUT010,95.699
DRK39,OUT010,190.153
FDF28,OUT010,267.449
FDB09,OUT045,1861.668
FDM51,OUT046,1573.182
DRM49,OUT018,652.099
DRF23,OUT013,2664.695
DRH01,OUT035,2964.597
FDH12,OUT027,2595.691
FDA28,OUT019,293.961
FDW37,OUT018,1343.394
FDF02,OUT046,1730.807
DRL37,OUT046,674.951
NCF43,OUT046,2123.337
FDH08,OUT010,587.436
FDR34,OUT019,583.383
NCK19,OUT049,3237.568
NCD55,OUT018,595.373
FDT27,OUT049,4064.997
FDQ57,OUT045,2370.111
FDA47,OUT035,2708.486
DRG15,OUT027,1514.513
FDE05,OUT018,2271.152
FDN46,OUT046,1562.354
FDX27,OUT027,2473.883
FDT51,OUT045,1811.252
FDU33,OUT013,613.158
FDJ16,OUT027,1433.99
FDD20,OUT019,296.43
FDT36,OUT049,576.279
DRF15,OUT027,3776.872
FDN52,OUT010,198.506
FDC22,OUT027,5581.788
FDX15,OUT045,2611.687
FDT13,OUT013,2979.131
FDU04,OUT017,2146.758
FDU31,OUT019,542.15
FDW59,OUT027,2109.77
NCO29,OUT046,2644.464
FDL15,OUT035,2463.044
FDI41,OUT049,2474.501
FDQ48,OUT049,1540.512
DRI39,OUT013,875.41
FDI08,OUT013,4307.006
FDC21,OUT049,1763.423
FDF58,OUT035,964.877
FDS08,OUT010,417.025
FDE47,OUT045,1944.688
NCP18,OUT019,372.409
NCR41,OUT013,1547.994
FDA27,OUT013,4029.616
FDA43,OUT035,3253.611
FDA49,OUT045,1333.604
NCE55,OUT018,2631.055
DRM49,OUT027,1140.889
FDF22,OUT027,5752.17
FDQ15,OUT018,1371.92
NCS54,OUT017,3000.843
NCY05,OUT013,545.672
FDR45,OUT046,4170.834
FDK57,OUT049,2011.299
FDF41,OUT010,605.352
FDV21,OUT046,2193.95
FDD51,OUT046,706.201
FDF33,OUT046,1733.636
FDA38,OUT046,4148.329
FDR56,OUT045,3024.874
NCN41,OUT017,1972.307
FDC60,OUT027,2206.217
FDB47,OUT045,3810.546
DRH01,OUT013,2759.176
FDW08,OUT046,1660.442
FDF38,OUT027,1095.79
FDY32,OUT017,2628.765
FDG34,OUT049,1750.25
FDG47,OUT019,595.779
NCF18,OUT035,3254.68
FDL39,OUT019,443.446
NCH55,OUT035,2096.428
DRJ35,OUT049,893.193
FDS44,OUT035,3707.247
DRE01,OUT018,3437.936
FDY39,OUT013,3153.509
FDY32,OUT018,2485.91
FDR33,OUT027,2883.88
NCP50,OUT049,1281.076
FDZ47,OUT018,1388.046
FDU57,OUT049,2533.767
FDY44,OUT013,2911.166
DRH59,OUT018,1246.318
FDB03,OUT027,6116.378
FDY46,OUT045,3126.956
FDM39,OUT045,2763.372
FDY36,OUT035,1237.426
NCM55,OUT035,3397.736
FDJ50,OUT010,130.001
DRL60,OUT013,2388.999
NCJ54,OUT049,3930.166
FDX59,OUT017,594.391
FDI07,OUT013,2832.852
DRF51,OUT010,95.699
FDM14,OUT017,1747.46
FDP21,OUT045,2978.451
FDE40,OUT035,1024.778
FDE05,OUT035,2397.17
FDM13,OUT027,3456.985
FDC34,OUT027,3854.49
NCI55,OUT018,1998.371
NCE43,OUT018,2564.291
FDW58,OUT018,1445.567
FDG60,OUT045,3900.354
FDV31,OUT017,2744.836
FDR47,OUT013,2999.312
FDM60,OUT019,95.699
NCF06,OUT018,3567.803
NCN26,OUT027,3165.448
FDQ59,OUT049,1310.647
FDF09,OUT046,596.111
NCS06,OUT017,4078.432
FDT44,OUT046,1856.685
FDI19,OUT017,4005.622
FDT22,OUT017,916.824
NCF54,OUT027,4396.76
DRG25,OUT045,2998.169
FDB59,OUT017,2909.303
FDQ37,OUT017,3201.082
FDP56,OUT035,765.875
FDW44,OUT035,3071.808
FDJ26,OUT010,558.927
FDU43,OUT018,3457.907
FDW33,OUT045,1607.05
NCX53,OUT027,3527.233
FDN56,OUT010,361.173
DRF15,OUT049,2372.817
FDO33,OUT017,1853.034
FDZ39,OUT010,241.83
NCJ19,OUT017,930.501
FDU01,OUT035,3179.291
FDT12,OUT035,4023.843
NCM18,OUT018,961.155
FDP19,OUT017,2053.377
NCR42,OUT049,586.271
FDN10,OUT046,1897.232
FDG44,OUT017,929.043
FDQ10,OUT046,2881.351
DRH13,OUT049,1661.743
FDT52,OUT013,3891.438
FDM56,OUT045,1656.599
NCO43,OUT010,237.455
NCV29,OUT035,3014.87
NCF06,OUT013,4175.183
FDO50,OUT035,1404.294
FDT59,OUT013,4032.503
FDX40,OUT027,1066.744
FDE50,OUT017,3108.326
FDX51,OUT017,2950.956
NCD30,OUT018,1386.033
FDK15,OUT013,1487.515
FDL12,OUT045,939.469
FDK46,OUT017,4318.416
DRH49,OUT010,187.264
FDQ57,OUT046,2385.038
FDY59,OUT017,1462.121
FDO09,OUT018,3580.232
NCG30,OUT035,2014.74
FDM09,OUT017,2836.294
NCN17,OUT027,2566.937
NCS42,OUT013,1392.191
FDD02,OUT019,291.363
FDE34,OUT013,3043.91
FDU38,OUT045,3194.331
FDB33,OUT046,2569.756
NCJ29,OUT017,1360.363
FDZ27,OUT035,800.702
FDI40,OUT013,1463.728
FDG22,OUT013,569.851
FDT51,OUT017,1868.255
FDF20,OUT018,2770.08
FDV50,OUT035,2028.351
FDT02,OUT049,581.473
DRC49,OUT017,2511.807
FDF26,OUT049,2421.412
FDV52,OUT035,2033.347
FDX59,OUT049,588.435
FDV25,OUT035,4009.341
FDW23,OUT027,1078.524
FDE53,OUT018,1460.061
FDA19,OUT017,1989.029
FDH22,OUT046,2021.465
NCO41,OUT013,1469.612
FDX12,OUT017,4293.163
FDF17,OUT013,2792.066
FDS11,OUT045,3846.115
FDR51,OUT035,2539.657
FDT49,OUT010,241.944
FDC56,OUT013,2003.739
FDR13,OUT027,3165.448
FDQ60,OUT035,2006.515
FDN38,OUT049,3805.96
NCL29,OUT013,2539.466
FDO13,OUT027,4220.641
FDE26,OUT018,2232.979
FDA31,OUT010,407.694
FDX14,OUT035,1266.95
FDA34,OUT045,2976.215
FDF26,OUT013,2376.628
FDE38,OUT045,2663.926
DRI11,OUT046,2057.643
FDQ60,OUT027,3203.273
FDL21,OUT027,1099.161
DRC12,OUT027,5631.548
FDC47,OUT046,3714.082
FDE57,OUT045,2145.2
FDT14,OUT045,1994.84
NCZ53,OUT046,3037.026
FDE28,OUT018,3484.698
FDR19,OUT035,2421.736
NCF54,OUT019,395.448
FDZ08,OUT046,1366.757
NCJ05,OUT018,2257.794
FDF59,OUT046,1983.678
NCO05,OUT035,1693.709
FDW24,OUT018,724.74
NCX42,OUT018,2610.19
NCA53,OUT035,800.702
FDI45,OUT019,408.938
FDG46,OUT046,2044.218
FDM20,OUT010,590.567
FDW11,OUT010,170.827
FDX08,OUT035,3003.075
NCK17,OUT035,669.517
FDK32,OUT018,2306.804
NCA42,OUT035,2760.578
DRI01,OUT035,3065.831
NCL55,OUT049,3887.07
DRE25,OUT018,1381.09
FDD14,OUT017,3184.04
FDB10,OUT046,4100.924
DRN11,OUT035,2554.349
FDP38,OUT018,751.536
NCA30,OUT017,3133.653
FDT15,OUT017,3251.747
NCP55,OUT018,938.195
FDF12,OUT035,2531.642
FDM21,OUT018,3706.174
FDX56,OUT035,3675.412
FDF10,OUT017,2497.288
FDT32,OUT045,3161.741
FDM51,OUT018,1458.992
NCR50,OUT018,2231.874
FDI19,OUT049,3861.984
FDX21,OUT017,1658.415
FDR31,OUT035,2507.667
FDY02,OUT013,3985.174
NCA29,OUT045,3092.276
NCX17,OUT046,3558.085
FDM12,OUT045,3137.896
FDI53,OUT027,3989.654
NCU30,OUT049,2824.041
FDC56,OUT027,3260.672
FDK27,OUT018,1995.708
NCK18,OUT017,2962.336
FDB52,OUT019,582.523
DRG25,OUT027,5072.231
FDZ13,OUT049,805.835
FDB57,OUT019,579.386
FDR40,OUT046,1338.482
NCO14,OUT019,95.699
NCN19,OUT045,2899.618
FDQ28,OUT019,358.265
FDO13,OUT018,2380.012
FDK48,OUT013,1327.3
FDU07,OUT018,2259.367
FDW20,OUT046,2175.728
FDV12,OUT010,225.445
FDH24,OUT013,2600.518
FDV59,OUT049,3717.102
FDK57,OUT045,1930.493
FDL16,OUT027,1121.58
NCQ17,OUT046,2463.516
FDJ15,OUT018,2873.392
FDX24,OUT049,1400.157
FDT47,OUT046,1619.723
FDT10,OUT049,865.054
FDZ37,OUT018,1339.137
FDW43,OUT027,6166.011
DRN36,OUT017,1724.499
FDJ14,OUT045,1354.43
FDA32,OUT013,3739.458
FDJ38,OUT019,509.81
FDQ57,OUT017,2335.113
NCQ41,OUT019,516.306
FDG56,OUT049,866.053
DRC13,OUT027,3335.337
FDV55,OUT035,2484.189
FDQ49,OUT045,2608.286
FDE29,OUT010,170.917
FDR03,OUT013,3454.77
FDD45,OUT049,1390.811
FDN38,OUT010,605.352
FDT56,OUT046,933.277
FDT48,OUT045,3085.132
FDU03,OUT049,3149.8
FDC56,OUT010,265.787
NCO43,OUT027,2557.558
FDQ27,OUT017,1831.424
FDR03,OUT046,3530.937
DRH23,OUT010,158.458
FDG22,OUT045,618.743
NCJ42,OUT013,1627.693
FDR24,OUT046,1409.282
FDW60,OUT035,2979.892
FDJ08,OUT013,2972.265
DRL59,OUT018,825.688
FDG60,OUT010,603.285
FDW27,OUT017,2396.357
FDX14,OUT018,1359.619
FDC20,OUT013,869.952
NCS29,OUT018,3745.598
FDJ56,OUT046,1562.354
FDB20,OUT019,187.448
FDL28,OUT027,6105.118
FDW01,OUT018,2279.413
FDL03,OUT046,2905.67
FDX22,OUT049,3888.226
FDJ21,OUT035,2533.132
FDR31,OUT045,2379.276
FDG21,OUT035,2552.401
FDS22,OUT027,1096.701
FDK08,OUT035,1572.53
FDE17,OUT018,2261.247
NCN30,OUT017,1669.076
FDT50,OUT046,1585.705
NCX42,OUT049,2811.917
FDJ12,OUT035,3965.99
NCA18,OUT027,3189.34
FDP23,OUT019,538.884
FDX12,OUT013,3875.691
FDN40,OUT018,2341.741
FDV48,OUT035,1411.45
NCY54,OUT013,2851.029
FDL16,OUT010,95.699
FDR45,OUT018,3513.307
FDJ52,OUT046,2725.776
DRG01,OUT017,1374.852
FDP52,OUT013,4046.804
FDU58,OUT017,3144.711
FDL02,OUT045,1598.872
FDG28,OUT013,3915.453
FDA19,OUT035,1964.485
FDW46,OUT027,1544.72
NCD43,OUT049,1744.112
DRG39,OUT013,750.746
NCF55,OUT049,581.473
FDJ07,OUT046,2054.409
FDE08,OUT046,2448.605
FDP56,OUT019,98.379
FDT45,OUT045,837.567
